text,sentiment
"To be fair, It arrived as expected, works fine, just didn't leave much of an impression.",neutral
"Honestly, Never again, this was hands down one of my worst experiences this year.",negative
"It does the job, though I probably wouldn't go out of my way for it again.",neutral
"The phone does what it's supposed to, nothing stood out.",neutral
"In my opinion, Terrible phone, I regret ever purchasing it.",negative
"In my opinion, Somewhere in the middle for me, has its ups and downs like most things.",neutral
"Such a letdown, expected way more and got almost nothing in return.",negative
"Overall, Such a pleasant experience with this phone, I'm coming back for more.",positive
"To be fair, I absolutely loved this delivery, it exceeded every expectation.",positive
"Would not recommend this gadget to anyone, complete letdown.",negative
"Overall, This was a joy to use from the very first minute, highly recommend.",positive
I had high hopes but the laptop let me down badly.,negative
"Overall, Everything felt cheap and rushed, deeply disappointing given the price.",negative
"In my opinion, It's an average gadget, does the job but nothing exciting.",neutral
"Overall, Poor quality control, the restaurant arrived damaged and unusable.",negative
"Honestly, Waste of time and money, this book was a huge disappointment.",negative
"To be fair, Not bad, not great - the show is just fine for the price.",neutral
"What a fantastic album, it just works and works well.",positive
"To be fair, The camera was okay, nothing more nothing less.",neutral
"Everything about this exceeded what I was hoping for, no complaints at all.",positive
"Overall, The camera arrived on time, packaging was standard.",neutral
"In my opinion, The album was okay, nothing more nothing less.",neutral
"I'm thrilled with how this turned out, couldn't ask for more honestly.",positive
"Such a pleasant experience with this hotel, I'm coming back for more.",positive
"To be fair, I was really disappointed with this phone, wouldn't buy again.",negative
"In my opinion, Left feeling annoyed and cheated, definitely steering clear from now on.",negative
"This product fell apart within a week, total waste of money.",negative
"In my opinion, The game was okay, nothing more nothing less.",neutral
"It's a fairly ordinary book, similar to others in this category.",neutral
"One star, the gadget simply doesn't do what it claims.",negative
"Honestly, Pretty standard experience overall, nothing that really stood out either way.",neutral
"In my opinion, Brilliant from beginning to end, one of my favorite experiences this year.",positive
"Overall, Some parts were good, some were a bit lacking, evens out overall.",neutral
"In my opinion, Nothing worked the way it should have, I ended up frustrated the whole time.",negative
"It's fine for casual use, though I wouldn't call it exceptional by any means.",neutral
"To be fair, Five stars, the album was excellent and delivered on its promise.",positive
"In my opinion, Pretty standard experience overall, nothing that really stood out either way.",neutral
"Honestly, This made my week, everything felt smooth and well thought out.",positive
"To be fair, Middle of the road book, I have mixed feelings about it.",neutral
"In my opinion, Never again, this was hands down one of my worst experiences this year.",negative
"To be fair, This made my week, everything felt smooth and well thought out.",positive
"Overall, Such a letdown, expected way more and got almost nothing in return.",negative
"In my opinion, It arrived as expected, works fine, just didn't leave much of an impression.",neutral
"In my opinion, Couldn't have asked for a better experience, staff and quality were amazing.",positive
"In my opinion, Went above and beyond what I expected, genuinely happy with how this went.",positive
"Honestly, Never again, this was hands down one of my worst experiences this year.",negative
"In my opinion, Average at best, wouldn't go out of my way to try it again soon.",neutral
"To be fair, The delivery was okay, nothing more nothing less.",neutral
"In my opinion, The camera was okay, nothing more nothing less.",neutral
"Overall, Average at best, wouldn't go out of my way to try it again soon.",neutral
"To be fair, I want my money back, this was a total disaster from beginning to end.",negative
"Couldn't have asked for a better experience, staff and quality were amazing.",positive
"In my opinion, This was a joy to use from the very first minute, highly recommend.",positive
"Overall, Everything about this exceeded what I was hoping for, no complaints at all.",positive
"Overall, Some parts were good, some were a bit lacking, evens out overall.",neutral
"Overall, The headphones broke almost immediately, very frustrating.",negative
"Overall, It arrived as expected, works fine, just didn't leave much of an impression.",neutral
"In my opinion, Such a pleasant experience with this software, I'm coming back for more.",positive
"Overall, Some parts were good, some were a bit lacking, evens out overall.",neutral
"To be fair, Brilliant from beginning to end, one of my favorite experiences this year.",positive
"In my opinion, Average at best, wouldn't go out of my way to try it again soon.",neutral
"In my opinion, Never again, this was hands down one of my worst experiences this year.",negative
"Overall, Fell short in every way imaginable, wouldn't wish this on anyone.",negative
"In my opinion, It arrived as expected, works fine, just didn't leave much of an impression.",neutral
"Overall, The album broke almost immediately, very frustrating.",negative
"Honestly, Fell short in every way imaginable, wouldn't wish this on anyone.",negative
"This was a joy to use from the very first minute, highly recommend.",positive
"It does the job, though I probably wouldn't go out of my way for it again.",neutral
"Honestly, This software made my day, genuinely wonderful.",positive
I can't stop recommending this camera to friends and family.,positive
"Honestly, Pretty standard experience overall, nothing that really stood out either way.",neutral
"In my opinion, I absolutely loved this laptop, it exceeded every expectation.",positive
"In my opinion, Awful experience, the delivery didn't work as advertised at all.",negative
"To be fair, It does the job, though I probably wouldn't go out of my way for it again.",neutral
"Overall, It's fine for casual use, though I wouldn't call it exceptional by any means.",neutral
"In my opinion, Everything went wrong from the start, honestly regret the whole thing.",negative
"In my opinion, What a fantastic phone, it just works and works well.",positive
"In my opinion, Everything felt cheap and rushed, deeply disappointing given the price.",negative
"To be fair, The phone does what it's supposed to, nothing stood out.",neutral
"Overall, The app broke almost immediately, very frustrating.",negative
"Overall, Some parts were good, some were a bit lacking, evens out overall.",neutral
"To be fair, Superb quality, the game felt carefully made and thoughtful.",positive
"It arrived as expected, works fine, just didn't leave much of an impression.",neutral
"In my opinion, Waste of time and money, this phone was a huge disappointment.",negative
"Overall, I had high hopes but the movie let me down badly.",negative
"Overall, The product arrived on time, packaging was standard.",neutral
"Honestly, This laptop was fantastic from start to finish.",positive
"Got the job done without any drama, but nothing to write home about.",neutral
"To be fair, Broke down almost right away and nobody seemed to care about fixing it.",negative
"Somewhere in the middle for me, has its ups and downs like most things.",neutral
"To be fair, Completely underwhelmed, the whole thing felt rushed and cheaply put together.",negative
"To be fair, Can't believe how good this turned out, best decision I made all week.",positive
"This was a joy to use from the very first minute, highly recommend.",positive
"Overall, This album was fantastic from start to finish.",positive
"In my opinion, A mixed bag honestly, some things worked well and others didn't.",neutral
"In my opinion, It's a fairly ordinary movie, similar to others in this category.",neutral
"The product blew me away, everything about it felt top notch.",positive
"In my opinion, It's fine for casual use, though I wouldn't call it exceptional by any means.",neutral
"Overall, Superb quality, the course felt carefully made and thoughtful.",positive
"To be fair, Somewhere in the middle for me, has its ups and downs like most things.",neutral
"In my opinion, Reasonable for what it is, though there's plenty of room to improve.",neutral
"The product broke almost immediately, very frustrating.",negative
"Reasonable for what it is, though there's plenty of room to improve.",neutral
"In my opinion, The service was okay, nothing more nothing less.",neutral
"In my opinion, Such a letdown, expected way more and got almost nothing in return.",negative
"Not worth the price, the album is poorly made.",negative
"Couldn't have asked for a better experience, staff and quality were amazing.",positive
"Everything felt cheap and rushed, deeply disappointing given the price.",negative
"To be fair, Somewhere in the middle for me, has its ups and downs like most things.",neutral
Honestly one of the best products I've come across in a long time.,positive
"Would not recommend this book to anyone, complete letdown.",negative
"Overall, I want my money back, this was a total disaster from beginning to end.",negative
"In my opinion, Brilliant from beginning to end, one of my favorite experiences this year.",positive
